suspect_id,first_name,last_name,gender,age,national_id,known_addresses,criminal_record_summary,biometric_data,behavior_patterns
SUSP-01548,Chris,Garcia,Female,46,NID002547,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 62.08, ""nose_width"": 43.69}, ""fingerprint_hash"": ""fp_324996""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01549,Jane,Brown,Male,55,NID002548,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 58.75, ""nose_width"": 35.52}, ""fingerprint_hash"": ""fp_516762""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01550,Pat,Brown,Male,18,NID002549,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 62.62, ""nose_width"": 39.97}, ""fingerprint_hash"": ""fp_109409""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01551,Pat,Smith,Male,57,NID002550,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 62.84, ""nose_width"": 44.21}, ""fingerprint_hash"": ""fp_990636""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01552,Chris,Brown,Female,25,NID002551,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 56.52, ""nose_width"": 38.1}, ""fingerprint_hash"": ""fp_144072""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01553,Alex,Doe,Female,55,NID002552,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 67.13, ""nose_width"": 36.61}, ""fingerprint_hash"": ""fp_344284""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01554,Chris,Brown,Female,34,NID002553,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 64.21, ""nose_width"": 39.33}, ""fingerprint_hash"": ""fp_114579""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01555,Pat,Brown,Female,36,NID002554,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 64.11, ""nose_width"": 40.51}, ""fingerprint_hash"": ""fp_593089""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01556,John,Brown,Female,50,NID002555,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 62.76, ""nose_width"": 37.0}, ""fingerprint_hash"": ""fp_192771""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01557,John,Lee,Female,32,NID002556,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 69.36, ""nose_width"": 35.55}, ""fingerprint_hash"": ""fp_179477""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01558,Jane,Lee,Female,48,NID002557,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 69.19, ""nose_width"": 32.74}, ""fingerprint_hash"": ""fp_549636""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01559,Jane,Lee,Female,38,NID002558,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 55.6, ""nose_width"": 36.98}, ""fingerprint_hash"": ""fp_352039""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01560,John,Brown,Male,20,NID002559,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 64.4, ""nose_width"": 38.44}, ""fingerprint_hash"": ""fp_112845""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01561,Pat,Doe,Male,19,NID002560,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 65.87, ""nose_width"": 31.27}, ""fingerprint_hash"": ""fp_694660""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01562,Jane,Brown,Male,52,NID002561,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 62.61, ""nose_width"": 39.27}, ""fingerprint_hash"": ""fp_918837""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01563,Chris,Smith,Male,58,NID002562,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 64.38, ""nose_width"": 34.87}, ""fingerprint_hash"": ""fp_121576""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01564,Chris,Doe,Female,33,NID002563,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 57.44, ""nose_width"": 32.93}, ""fingerprint_hash"": ""fp_145549""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01565,Pat,Lee,Male,38,NID002564,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 63.92, ""nose_width"": 33.93}, ""fingerprint_hash"": ""fp_248428""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01566,Jane,Garcia,Male,29,NID002565,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 59.7, ""nose_width"": 32.38}, ""fingerprint_hash"": ""fp_606458""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01567,Chris,Doe,Male,45,NID002566,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 67.34, ""nose_width"": 37.56}, ""fingerprint_hash"": ""fp_378615""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01568,Jane,Lee,Male,29,NID002567,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 64.78, ""nose_width"": 42.83}, ""fingerprint_hash"": ""fp_229937""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01569,Jane,Doe,Male,50,NID002568,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 57.08, ""nose_width"": 34.05}, ""fingerprint_hash"": ""fp_581744""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01570,Chris,Doe,Female,37,NID002569,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 56.47, ""nose_width"": 36.11}, ""fingerprint_hash"": ""fp_305296""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01571,John,Brown,Female,57,NID002570,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 65.62, ""nose_width"": 33.36}, ""fingerprint_hash"": ""fp_747524""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01572,Chris,Smith,Male,38,NID002571,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 61.83, ""nose_width"": 36.99}, ""fingerprint_hash"": ""fp_514454""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01573,Pat,Garcia,Male,56,NID002572,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 66.45, ""nose_width"": 37.16}, ""fingerprint_hash"": ""fp_259324""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01574,Alex,Lee,Male,58,NID002573,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 58.95, ""nose_width"": 41.77}, ""fingerprint_hash"": ""fp_706852""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01575,Chris,Doe,Male,59,NID002574,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 63.3, ""nose_width"": 32.03}, ""fingerprint_hash"": ""fp_373061""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01576,Jane,Garcia,Female,53,NID002575,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 69.87, ""nose_width"": 34.11}, ""fingerprint_hash"": ""fp_510276""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01577,Jane,Doe,Male,39,NID002576,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 66.56, ""nose_width"": 33.46}, ""fingerprint_hash"": ""fp_137771""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01578,Chris,Smith,Female,43,NID002577,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 59.01, ""nose_width"": 43.8}, ""fingerprint_hash"": ""fp_468453""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01579,Alex,Garcia,Male,24,NID002578,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 62.24, ""nose_width"": 43.69}, ""fingerprint_hash"": ""fp_827069""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01580,Chris,Lee,Female,24,NID002579,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 60.93, ""nose_width"": 44.77}, ""fingerprint_hash"": ""fp_666344""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01581,Alex,Doe,Female,25,NID002580,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 60.29, ""nose_width"": 39.42}, ""fingerprint_hash"": ""fp_664197""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01582,Alex,Smith,Female,43,NID002581,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 55.03, ""nose_width"": 42.04}, ""fingerprint_hash"": ""fp_638773""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01583,Pat,Garcia,Male,41,NID002582,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 67.25, ""nose_width"": 36.18}, ""fingerprint_hash"": ""fp_579508""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01584,Jane,Doe,Male,41,NID002583,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 55.79, ""nose_width"": 37.97}, ""fingerprint_hash"": ""fp_930849""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01585,Jane,Doe,Female,57,NID002584,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 57.31, ""nose_width"": 40.12}, ""fingerprint_hash"": ""fp_163853""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01586,Alex,Lee,Male,29,NID002585,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 56.98, ""nose_width"": 32.65}, ""fingerprint_hash"": ""fp_566034""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01587,Jane,Smith,Male,25,NID002586,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 58.88, ""nose_width"": 41.43}, ""fingerprint_hash"": ""fp_621483""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01588,John,Brown,Female,26,NID002587,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 58.85, ""nose_width"": 40.61}, ""fingerprint_hash"": ""fp_438620""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01589,Alex,Doe,Male,20,NID002588,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 56.25, ""nose_width"": 32.51}, ""fingerprint_hash"": ""fp_774066""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01590,Jane,Garcia,Female,38,NID002589,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 65.44, ""nose_width"": 35.14}, ""fingerprint_hash"": ""fp_190187""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01591,John,Lee,Male,48,NID002590,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 64.88, ""nose_width"": 40.06}, ""fingerprint_hash"": ""fp_766307""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01592,Pat,Lee,Male,41,NID002591,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 57.49, ""nose_width"": 37.18}, ""fingerprint_hash"": ""fp_158221""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01593,Jane,Doe,Female,21,NID002592,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 55.27, ""nose_width"": 34.73}, ""fingerprint_hash"": ""fp_958292""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01594,John,Doe,Female,37,NID002593,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 65.91, ""nose_width"": 35.8}, ""fingerprint_hash"": ""fp_231741""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01595,Chris,Doe,Female,33,NID002594,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 64.19, ""nose_width"": 34.66}, ""fingerprint_hash"": ""fp_866079""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01596,Chris,Brown,Female,27,NID002595,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 61.12, ""nose_width"": 38.63}, ""fingerprint_hash"": ""fp_416547""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01597,John,Doe,Male,43,NID002596,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 60.56, ""nose_width"": 44.47}, ""fingerprint_hash"": ""fp_161363""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01598,Alex,Smith,Male,46,NID002597,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 62.21, ""nose_width"": 32.86}, ""fingerprint_hash"": ""fp_781198""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01599,Alex,Garcia,Male,22,NID002598,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 55.7, ""nose_width"": 41.08}, ""fingerprint_hash"": ""fp_201384""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01600,Jane,Doe,Female,28,NID002599,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 60.95, ""nose_width"": 40.79}, ""fingerprint_hash"": ""fp_570713""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01601,Chris,Brown,Male,46,NID002600,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 56.46, ""nose_width"": 33.46}, ""fingerprint_hash"": ""fp_707140""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01602,Alex,Garcia,Male,32,NID002601,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 60.18, ""nose_width"": 39.02}, ""fingerprint_hash"": ""fp_682670""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01603,Alex,Lee,Male,23,NID002602,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 57.21, ""nose_width"": 41.91}, ""fingerprint_hash"": ""fp_680791""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01604,Chris,Doe,Female,32,NID002603,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 65.14, ""nose_width"": 42.51}, ""fingerprint_hash"": ""fp_757849""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01605,Pat,Garcia,Female,37,NID002604,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 61.83, ""nose_width"": 34.8}, ""fingerprint_hash"": ""fp_916334""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01606,Alex,Lee,Male,51,NID002605,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 55.3, ""nose_width"": 35.98}, ""fingerprint_hash"": ""fp_596587""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01607,John,Brown,Male,19,NID002606,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 56.27, ""nose_width"": 36.65}, ""fingerprint_hash"": ""fp_592274""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01608,Jane,Smith,Female,33,NID002607,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 62.96, ""nose_width"": 37.21}, ""fingerprint_hash"": ""fp_598320""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01609,Alex,Doe,Female,36,NID002608,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 59.91, ""nose_width"": 31.19}, ""fingerprint_hash"": ""fp_731259""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01610,Alex,Smith,Female,51,NID002609,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 69.91, ""nose_width"": 41.55}, ""fingerprint_hash"": ""fp_351252""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01611,Pat,Brown,Female,31,NID002610,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 56.98, ""nose_width"": 40.87}, ""fingerprint_hash"": ""fp_800992""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01612,John,Garcia,Male,41,NID002611,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 64.41, ""nose_width"": 37.66}, ""fingerprint_hash"": ""fp_275578""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01613,Jane,Garcia,Female,45,NID002612,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 65.03, ""nose_width"": 38.58}, ""fingerprint_hash"": ""fp_997676""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
